,pathname,class,mode
293,/asl_dataset/7/hand1_7_right_seg_2_cropped.jpeg,7,train
1433,/asl_dataset/c/hand2_c_right_seg_2_cropped.jpeg,c,train
252,/asl_dataset/0/hand1_0_right_seg_5_cropped.jpeg,0,train
130,/asl_dataset/u/hand2_u_top_seg_1_cropped.jpeg,u,train
1479,/asl_dataset/d/hand3_d_dif_seg_5_cropped.jpeg,d,train
75,/asl_dataset/u/hand2_u_top_seg_5_cropped.jpeg,u,train
1477,/asl_dataset/d/hand2_d_top_seg_1_cropped.jpeg,d,train
1738,/asl_dataset/4/hand2_4_bot_seg_4_cropped.jpeg,4,train
380,/asl_dataset/i/hand2_i_dif_seg_3_cropped.jpeg,i,train
921,/asl_dataset/s/hand5_s_dif_seg_3_cropped.jpeg,s,train
1565,/asl_dataset/v/hand5_v_bot_seg_1_cropped.jpeg,v,train
1398,/asl_dataset/c/hand3_c_dif_seg_4_cropped.jpeg,c,train
1786,/asl_dataset/x/hand5_x_bot_seg_2_cropped.jpeg,x,train
1996,/asl_dataset/b/hand1_b_dif_seg_5_cropped.jpeg,b,train
1703,/asl_dataset/4/hand3_4_dif_seg_3_cropped.jpeg,4,train
928,/asl_dataset/s/hand1_s_dif_seg_2_cropped.jpeg,s,train
1287,/asl_dataset/m/hand5_m_bot_seg_3_cropped.jpeg,m,train
